Code CATMINAT;Syntaxon
06/1.1;Molinio caeruleae - Arrhenatheretea elatioris Tüxen 1937 em. 1970
06/1.1;Molinio caeruleae - Juncetea acutiflori Braun-Blanquet 1947
06/1.1;Molinio caeruleae - Juncetea acutiflori Braun-Blanquet 1950
06/1.1.1;Junco acutiflori - Caricetalia nigrae subsp. nigrae (P. Duvigneaud 1949) Julve 1983
06/1.1.1;Sphagno - Caricetalia nigrae Succow 1974
06/1.1.1;Anagallido tenellae - Juncetalia Braun-Blanquet 1967
06/1.1.1;Caricetalia nigare Koch 1926 em. Braun-Blanquet 1949
06/1.1.1;Caricetalia nigrae (Koch 1926) Nordhagen 1936 em. Braun-Blanquet 1949
06/1.1.1;Caricetalia nigrae Nordhagen 1936
06/1.1.1;Scheuchzerio palustris - Caricetalia nigrae (Koch 1926) Görs & Müller in Oberdorfer, Görs, Korneck, Lohmeyer, Müller, Philippi & Seibert 1967
06/1.1.1.0.1;Juncion acutiflori Braun-Blanquet 1947
06/1.1.1.0.1;Anagallido tenellae - Juncion acutiflori Braun-Blanquet 1967
06/1.1.1.0.1;Anagallido tenellae - Juncion bulbosi Braun-Blanquet 1967
06/1.1.1.0.1;Juncion acutiflori Braun-Blanquet in Braun-Blanquet & Tüxen 1949
06/1.1.1.0.1;Juncion acutiflori Braun-Blanquet in Braun-Blanquet & Tüxen 1952
06/1.1.1.0.1;Juncion acutiflori Teles 1968
06/1.1.1.0.1;Molinio caeruleae - Juncion acutiflori P. Duvigneaud 1949
06/1.1.1.0.1;Narthecion osifragi Vanden Berghen 1958
06/1.1.1.0.1;Potentillo palustris - Juncion effusi Passarge 1999
06/1.1.1.0.1.1;Caro verticillati - Juncenion acutiflori de Foucault & Géhu 1980
06/1.1.1.0.1.1;Anagallido tenellae - Juncenion acutiflori (Braun-Blanquet 1967) de Foucault 2008
06/1.1.1.0.1.1;Anagallido tenellae - Juncenion acutiflori de Foucault 1984
06/1.1.1.0.1.1;Serratulo tinctoriae subsp. seoanei - Molinienion caeruleae subsp. caeruleae de Foucault 1984
06/1.1.1.0.1.1;Serratulo tinctoriae subsp. seoanei - Molinienion caeruleae subsp. caeruleae de Foucault 2008
06/1.1.1.0.1.1.1;
06/1.1.1.0.1.1.1/01;Deschampsio setaceae - Agrostietum caninae (Lemée 1937) de Foucault 1980
06/1.1.1.0.1.1.1/01;Deschampsio setaceae - Agrostietum caninae (Lemée 1937) de Foucault 2008
06/1.1.1.0.1.1.1/02;Oenantho fistulosae - Agrostietum caninae de Foucault 1984
06/1.1.1.0.1.1.1/02;Oenantho fistulosae - Agrostietum caninae de Foucault 2008
06/1.1.1.0.1.1.1/03;Anagallido tenellae - Juncetum bulbosi Braun-Blanquet 1967
06/1.1.1.0.1.1.1/04;Caropsio verticillato-inundatae - Agrostietum caninae de Foucault 2008
06/1.1.1.0.1.1.1/04;grpt à Caropsis verticillato-inundatae & Agrostis canina de Foucault 1984
06/1.1.1.0.1.1.2;
06/1.1.1.0.1.1.2/01;Caro verticillati - Juncetum acutiflori (Lemée 1937) Korneck 1962
06/1.1.1.0.1.1.2/01;Juncetum acutiflori Lemée 1937
06/1.1.1.0.1.1.2/01;Caro verticillati - Juncetum acutiflori (Korneck 1962) Oberdorfer 1979
06/1.1.1.0.1.1.2/01;Anagallido tenellae - Juncetum acutiflori (Philippi 1963) Oberdorfer 1980 in 1983
06/1.1.1.0.1.1.2/01;Caro verticillati - Juncetum acutiflori (Korneck 1962) Oberdorfer 1980 in 1983
06/1.1.1.0.1.1.2/01;Caro verticillati - Juncetum acutiflori (Lemée 1937) Oberdorfer 1980 in 1983
06/1.1.1.0.1.1.2/01;Thysselino lancifolii - Juncetum acutiflori Clément 1978
06/1.1.1.0.1.1.2/01;Anagallido tenellae - Juncetum acutiflori (Philippi 1963) Oberdorfer 1979
06/1.1.1.0.1.1.2/01;Thysselino lancifolii - Juncetum acutiflori Teles 1970
06/1.1.1.0.1.1.2/02;Anagallido tenellae - Pinguiculetum lusitanicae (Rivas Goday 1964) de Foucault 1984
06/1.1.1.0.1.1.2/02;Anagallido tenellae - Pinguiculetum lusitanicae (Rivas Goday 1964) de Foucault 2008
06/1.1.1.0.1.1.2/02;Sibthorpio europeae - Pinguiculetum lusitanicae Ladero & A. Velasco in A. Velasco 1980
06/1.1.1.0.1.1.2/03;Lobelio urentis - Agrostietum caninae de Foucault 1984
06/1.1.1.0.1.1.2/03;Lobelio urentis - Agrostietum caninae de Foucault 2008
06/1.1.1.0.1.1.2/04;Carici punctatae - Agrostietum caninae de Foucault 1984 prov. 
06/1.1.1.0.1.1.2/05;Mentho arvensis - Caretum verticillati de Foucault & Philippe 1989
06/1.1.1.0.1.1.2/05;Molinio caeruleae subsp. caeruleae - Agrostietum caninae Billy 2000 prov.
06/1.1.1.0.1.1.2/06;Sileno floris-cuculi - Caretum verticillati de Foucault 1984 prov. 
06/1.1.1.0.1.1.2/07;Loto pedunculati - Juncetum conglomerati Herrera & F. Prieto in T.E. Díaz & F. Prieto 1994
06/1.1.1.0.1.1.2/08;Hyperico undulati - Juncetum acutiflori Teles 1970
06/1.1.1.0.1.1.2/08;Loto pedunculati - Juncetum acutiflori (Tüxen & Oberdorfer 1958) de Foucault & Géhu 1980
06/1.1.1.0.1.1.2/08;Loto pedunculati - Juncetum acutiflori Rivas-Martínez 1975
06/1.1.1.0.1.1.2/08;Loto pedunculati - Juncetum acutiflori Rivas-Martínez 1975 ex F. Navarro & C. Valle in Ruiz Téllez 1986 
06/1.1.1.0.1.1.2/08;Senecioni aquatici - Juncetum acutiflori Tüxen & Oberdorfer 1958
06/1.1.1.0.1.1.2/08;Thysselino lancifolii - Juncetum acutiflori Teles 1970
06/1.1.1.0.1.1.2/08;Senecioni aquatici - Juncetum acutiflori Braun-Blanquet & Tüxen 1952
06/1.1.1.0.1.1.2/09;Junco acutiflori - Caricetum punctatae O. de Bolòs 1959
06/1.1.1.0.1.1.2/10;Lobelio urentis - Lotetum pedunculati Rivas Goday 1964
06/1.1.1.0.1.1.2/11;Cirsio dissecti - Caricetum viridulae subsp. oedocarpae Le Neveu 1986
06/1.1.1.0.1.1.3;
06/1.1.1.0.1.1.3/01;Carici binervis - Agrostietum caninae de Foucault 1984
06/1.1.1.0.1.1.3/01;Carici binervis - Agrostietum caninae de Foucault 2008
06/1.1.1.0.1.1.3/02;Cirsio dissecti - Scorzoneretum humilis de Foucault 1981
06/1.1.1.0.1.1.3/02;Loto pedunculati - Scorzoneretum humilis Billy 2000 prov.
06/1.1.1.0.1.1.3/03;Avenulo lodunensis - Scorzoneretum humilis de Foucault 1993
06/1.1.1.0.1.1.3/04;Cirsio filipenduli - Scorzoneretum humilis de Foucault 1993
06/1.1.1.0.1.1.3/05;Caro verticillati - Molinietum caeruleae (Lemée 1937) Géhu apud Clément 1978
06/1.1.1.0.1.1.3/05;Molinietum caeruleae Lemée 1937
06/1.1.1.0.1.1.3/06;Peucedano gallici - Molinietum caeruleae Delelis & Géhu 1974
06/1.1.1.0.1.1.3/07;Cirsio filipenduli - Molinietum caeruleae (Allorge 1941) de Foucault 1984
06/1.1.1.0.1.1.3/07;Cirsio filipenduli - Molinietum caeruleae (Allorge 1941) de Foucault 2008
06/1.1.1.0.1.1.3/08;Allio ochroleuci - Molinietum caeruleae (P. Duvigneaud 1966) de Foucault 1984 prov. 
06/1.1.1.0.1.1.3/09;Cirsio dissecti - Silaetum silai de Foucault 1984 prov. 
06/1.1.1.0.1.1.3/10;Blechno spicantis - Caricetum laevigatae (Allorge 1922) de Foucault 1995
06/1.1.1.0.1.1.3/10;Caricetum laevigatae Jouanne 1929
06/1.1.1.0.1.1.3/11;Serratulo tinctoriae subsp. tinctoriae - Succisetum pratensis de Foucault 1995
06/1.1.1.0.1.1.3/12;Serratulo tinctoriae subsp. seoanei - Molinietum caeruleae (Weevers 1938) Julve 2011 ass. nov. hoc loco
06/1.1.1.0.1.1.3/12;Erico scopariae - Molinietum caeruleae (Weevers 1938) de Foucault 1984
06/1.1.1.0.1.1.3/12;Erico scopariae - Molinietum caeruleae (Weevers 1938) de Foucault 2008
06/1.1.1.0.1.2;Polygono bistortae - Juncenion acutiflori de Foucault & Géhu 1980
06/1.1.1.0.1.2;Polygono bistortae - Juncenion acutiflori de Foucault & Géhu 1980 ex de Foucault 2008
06/1.1.1.0.1.2.1;
06/1.1.1.0.1.2.1/01;Epikero pyrenaei - Juncetum acutiflori (Luquet 1926) Julve 1983
06/1.1.1.0.1.2.1/01;Juncetum acutiflori Braun 1915
06/1.1.1.0.1.2.1/02;Caro verticillati - Caricetum paniceae Julve 2006 ass. nov. hoc loco
06/1.1.1.0.1.2.1/02;Eriophoretum angustifolii Braun 1915
06/1.1.1.0.1.2.1/03;Loto pedunculati - Juncetum acutiflori Vigo 1968 
06/1.1.1.0.1.2.1/03;Junco acutiflori - Menyanthetum trifoliatae Nègre 1972
06/1.1.1.0.1.2.1/04;Pedicularo mixtae - Molinietum caeruleae Gruber 1978
06/1.1.1.0.1.2.1/05;Ligulario sibiricae - Molinietum caeruleae (Baudière & Serve 1976) de Foucault & Géhu 1980
06/1.1.1.0.1.2.1/06;Polygono bistortae - Molinietum caeruleae Billy 2000 prov.
06/1.1.1.0.1.2.2;
06/1.1.1.0.1.2.2/01;Epikero pyrenaei - Scorzoneretum humilis Julve 1983 ex de Foucault 1986
06/1.1.1.0.1.2.2/02;Prunello hastifoliae - Scorzoneretum humilis de Foucault 1986
06/1.1.1.0.1.2.2/03;Gentiano pneumonanthes - Molinietum caeruleae Billy 2000 prov.
06/1.1.1.0.1.2.2/04;Carici pallescentis - Molinietum caeruleae Vigo 1968 ex Carreras & Vigo 1987
06/1.1.1.0.1.2.2/05;Gentiano pneumonanthes - Molinietum caeruleae Vigo 1968 prov.
06/1.1.1.0.1.2.2/05;Gentiano pneumonanthes - Molinietum caeruleae Ilijanic 1968
06/1.1.1.0.1.3;Junco conglomerati - Molinienion caeruleae subsp. caeruleae (Westhoff in Westhoff & den Held 1969) de Foucault & Géhu 1980
06/1.1.1.0.1.3;Junco conglomerati - Molinienion caeruleae subsp. caeruleae (Korneck 1962) Passarge 1964
06/1.1.1.0.1.3;Junco conglomerati - Molinion caeruleae Westhoff & Den Held 1969
06/1.1.1.0.1.3;Agrostio caninae - Molinienion caeruleae de Foucault 1984
06/1.1.1.0.1.3.1;
06/1.1.1.0.1.3.1/01;Potentillo palustris - Juncetum acutiflori Passarge 1964
06/1.1.1.0.1.3.1/01;Potentillo palustris - Juncetum acutiflori (Birse & Robertson 1967) Birse 1980
06/1.1.1.0.1.3.1/01;Potentillo palustris - Juncetum effusi Passarge 1999
06/1.1.1.0.1.3.1/01;Holco mollis - Juncetum effusi
06/1.1.1.0.1.3.1/02;Eleocharito multicaulis - Agrostietum caninae de Foucault 1984 prov. 
06/1.1.1.0.1.3.1/03;Caricetum trinervo - nigrae Westhoff 1947
06/1.1.1.0.1.3.1/04;Caricetum disticho - nigrae de Foucault, B. Grzemski, Toussaint, Leduc & M.N. Grzemski 2000 prov. n. n.
06/1.1.1.0.1.3.1/05;Hydrocotylo vulgaris - Anagallidetum tenellae de Foucault, Wattez & Santune 1999
06/1.1.1.0.1.3.1/06;Stellario alsines - Agrostietum caninae Julve 1994
06/1.1.1.0.1.3.1/06;Isolepido setacei - Stellarietum alsines (Koch 1926) Moor 1936
06/1.1.1.0.1.3.1/06;Stellario alsines - Isolepidetum setacei (Koch 1926) Libbert 1931
06/1.1.1.0.1.3.1/07;Lycopodo europaei - Juncetum effusi Julve (1997) 2004 ass nov. hoc loco
06/1.1.1.0.1.3.2;
06/1.1.1.0.1.3.2/01;Carici viridulae subsp. oedocarpae - Agrostietum caninae de Foucault 1984
06/1.1.1.0.1.3.2/01;Carici viridulae subsp. oedocarpae - Agrostietum caninae de Foucault in Royer, Felzines, Misset & Thévenin 2006
06/1.1.1.0.1.3.2/02;Crepido paludosae - Juncetum acutiflori Oberdorfer 1957
06/1.1.1.0.1.3.2/03;Selino carvifoliae - Juncetum acutiflori Philippi 1960
06/1.1.1.0.1.3.2/04;Sileno floris-cuculi - Juncetum acutiflori de Foucault in prép.
06/1.1.1.0.1.3.2/05;Cirsio dissecti - Molinietum caeruleae Westhoff, Dijk & Passchier 1942 ex Sissingh 1978
06/1.1.1.0.1.3.2/05;Junco effusi - Molinietum caeruleae Preising in Tüxen & Preising 1951 ex Tüxen 1954
06/1.1.1.0.1.3.2/05;Junco effusi - Succisetum pratensis Preising apud Tüxen & Preising 1953 em. Passarge 1964
06/1.1.1.0.1.3.2/05;Junco acutiflori - Molinietum caeruleae O'Sullivan 1968
06/1.1.1.0.1.3.2/05;Violo stagninae - Molinietum caeruleae Passarge 1955
06/1.1.1.0.1.3.2/05;Cirsio dissecti - Molinietum caeruleae (Westhoff, Dijk & Passchier 1942) Sissingh & de Vries in Westhoff, Dijk, Passchier & Sissingh 1946
06/1.1.1.0.1.3.2/06;Equiseto sylvatici - Lotetum pedunculati Passarge 1988
06/1.1.1.0.1.3.2/07;Junco effusi - Lotetum pedunculati Passarge 1975 ex 1988
06/1.1.1.0.1.3.2/08;Epilobio palustris - Juncetum effusi (Walther 1950) Oberdorfer 1957
06/1.1.1.0.1.3.3;
06/1.1.1.0.1.3.3/01;Alchemillo vulgaris - Scorzoneretum humilis (Malcuit 1928) de Foucault 1984 prov. 
06/1.1.1.0.1.3.3/02;Junco conglomerati - Scorzoneretum humilis Trivaudey 1995
06/1.1.1.0.1.3.3/02;Filipendulo ulmariae - Scorzoneretum humilis Géhu 1961
06/1.1.1.0.1.3.3/03;Ophioglosso azorici - Agrostietum caninae de Foucault 1988
06/1.1.1.0.1.3.3/04;Succiso pratensis - Silaetum silai J. Duvigneaud 1955
06/1.1.1.0.1.3.3/05;Selino carvifoliae - Silaetum silaei Misset in Royer, Felzines, Misset & Thévenin 2006 
06/1.1.1.0.1.3.3/06;Scorzonero humilis - Molinietum caerulaeae Oberdorfer & Krause 1955
06/1.1.1.0.1.3.3/07;Genisto tinctoriae - Molinietum caeruleae Billy 2000 prov.
06/1.1.1.0.2;Agrostio caninae - Caricion curtae (de Foucault 1984) Julve 1993
06/1.1.1.0.2;Caricion nigrae Koch 1926 em. Klika 1934
06/1.1.1.0.2/01;Caricetum curto - echinatae Vlieger 1937
06/1.1.1.0.2/01;Junco effusi - Caricetum nigrae Tüxen (1937) 1952
06/1.1.1.0.2/01;Junco effusi - Caricetum nigrae Tüxen 1952 ex Passarge 1964
06/1.1.1.0.2/01;Caricetum nigrae Braun 1915
06/1.1.1.0.2/01;Sphagno - Caricetum curtae (Tüxen 1937) Passarge 1964
06/1.1.1.0.2/01;Calliergonello cuspidatae - Ranunculetum flammulae Nègre 1972 
06/1.1.1.0.2/01;Sphagno fallacis - Caricetum curtae Osvald 1923
06/1.1.1.0.2/01;Sphagno fallacis - Caricetum nigrae Osvald 1923
06/1.1.1.0.2/01;Caricetum echinato - nigrae (Rivas-Martínez 1964) Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
06/1.1.1.0.2/01;Caricetum nigrae Rivas-Martínez (1964) 1989
06/1.1.1.0.2/01;Caricetum nigrae Rivas-Martínez 1964 
06/1.1.1.0.2/01;Ranunculo flammulae - Caricetum curtae (Tüxen 1937) Passarge 1999
06/1.1.1.0.2/01;Carici curtae - Agrostietum caninae Tüxen 1937 [caricetosum paniceae]
06/1.1.1.0.2/02;Pediculari palustris - Juncetum filiformis (Tüxen 1937) Preising apud Tüxen 1947
06/1.1.1.0.2/02;Juncetum filiformis Tüxen 1937
06/1.1.1.0.2/02;Pediculari palustris - Juncetum filiformis (Tüxen 1937) Preising 1952
06/1.1.1.0.2/03;Narthecio ossifragi - Caricetum echinatae Dumont, Stouffs, de Sloover, Goosens, Iserentant & Messe 1986
06/1.1.1.0.2/04;Mentho arvensis - Caricetum curtae de Foucault 1986 prov. 
06/1.1.1.0.2/05;Dryopterido carthusianae - Caricetum curtae (Bournérias 1963) de Foucault 1995
06/1.1.1.0.2/05;Carici elongatae - Deschampsietum cespitosae Decocq 1997
06/1.1.1.0.2/06;Bartsio alpinae - Caricetum nigrae J. & M. Bartsch 1940
06/1.1.1.0.2/06;Willemetio stipitatae - Caricetum nigrae Philippi 1963
06/1.1.1.0.2/06;Parnassio palustris - Caricetum nigrae Oberdorfer 1957 em. Görs 1974 in Oberdorfer 1977
06/1.1.1.0.2/07;Parnassio palustris - Caricetum pulicaris Oberdorfer 1957
06/1.1.1.0.2/07;Parnassio palustris - Caricetum pulicaris (Oberdorfer 1957) Görs 1963
06/1.1.1.0.2/07;Parnassio palustris - Caricetum pulicaris Philippi 1963
06/1.1.1.0.2/07;Parnassio palustris - Caricetum nigrae Oberdorfer 1957 em. Görs 1974 in Oberdorfer 1977
06/1.1.1.0.2/08;Pedicularo mixtae - Narthecietum ossifragi Vanden Berghen & Peeters 1982
06/1.1.1.0.2/08;Narthecio ossifragi - Trichophoretum cespitosi Braun-Blanquet 1948
06/1.1.1.0.2/09;Pedicularo mixtae - Trichophoretum cespitosi Vanden Berghen & Peeters 1982
06/1.1.1.0.2/09;Narthecio ossifragi - Trichophoretum cespitosi Braun-Blanquet 1948
06/1.1.1.0.2/10;Epikero pyrenaei - Caricetum nigrae (Issler 1937) Oberdorfer 1957
06/1.1.1.0.2/11;Hydrocotylo vulgaris - Caricetum paniceae (Nordhagen 1923) Passarge 1999
06/1.1.1.0.3;Molinio caeruleae subsp. caeruleae - Eriophorion vaginati subsp. vaginati Julve 2003 all. nov. hoc loco
06/1.1.1.0.3;Droserion longifoliae Julve 1992
06/1.1.1.0.3;Eriophoretalia vaginati Julve 1992
06/1.1.1.0.3;Calluno vulgaris - Sphagnion papillosi (Schwickerath 1940) Tüxen in Tüxen, Miyawaki & Fujiwara 1972
06/1.1.1.0.3;Eriophoro vaginati - Sphagnetalia papillosi Tüxen in Tüxen, Miyawaki & Fujiwara 1972 em. Julve 1993
06/1.1.1.0.3;Erico tetralicis - Sphagnion papillosi Moore 1968
06/1.1.1.0.3;Narthecio ossifragi - Sphagnion papillosi P. Duvigneaud 1949
06/1.1.1.0.3;Erico tetralicis - Sphagnetalia papillosi P. Duvigneaud 1949
06/1.1.1.0.3;Erico tetralicis - Sphagnetalia papillosi Schwickerath 1940 em. Braun-Blanquet 1949
06/1.1.1.0.3;Trichophoro cespitosi - Eriophorenion vaginati Nordhagen 1943
06/1.1.1.0.3;Trichophoro cespitosi - Ericion tetralicis P. Duvigneaud 1949
06/1.1.1.0.3;Vaccinio oxycocci - Ericion tetralicis (Nordhagen 1936) Tüxen 1937 em. Moore 1968
06/1.1.1.0.3/01;Trichophoro cespitosi subsp. cespitosi - Eriophoretum vaginati (Zlatnik 1928) Julve 1996
06/1.1.1.0.3/01;Trichophoro cespitosi subsp. cespitosi - Sphagnetum compacti Waren 1926 em. Dierssen 1982
06/1.1.1.0.3/01;Eriophoro vaginati - Trichophoretum cespitosi (Zlatnik 1928) Rübel 1933 em. Dierssen in Oberdorfer 1977
06/1.1.1.0.3/02;Andromedo polifoliae - Narthecietum ossifragi Julve (2004) 2005 nom. nov. hoc loco
06/1.1.1.0.3/02;Narthecio ossifragi - Trichophoretum cespitosi subsp. cespitosi Julve 2004
06/1.1.1.0.3/03;Erico tetralicis - Narthecietum ossifragi Moore 1968 nom. inv.
06/1.1.1.0.3/03;Erico tetralicis - Narthecietum ossifragi Braun-Blanquet 1967
06/1.1.1.0.3/03;Ericetum tetralicis Tüxen 1937
06/1.1.1.0.3/03;Eriophoro angustifolii - Sphagnetum papillosi Julve 1992 prov. 
06/1.1.1.0.3/03;Narthecio ossifragi - Sphagnetum papillosi Dierssen 1980
06/1.1.1.0.3/03;Erico tetralicis - Sphagnetum magellanici Moore 1968
06/1.1.1.0.3/03;Narthecio ossifragi - Sphagnetum capillifolii P. Duvigneaud 1949
06/1.1.1.0.3/03;Narthecio ossifragi - Eriophoretum angustifolii Julve 1996
06/1.1.1.0.3/04;Junco squarrosi - Trichophoretum cespitosi subsp. germanici (Jouanne 1926) Julve 2004
06/1.1.1.0.3/04;Erico tetralicis - Trichophoretum cespitosi subsp. germanici Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984
06/1.1.1.0.3/04;Trichophoretum cespitosi subsp. germanici (Pethybridge & Praeger 1905) Tansley 1939
06/1.1.1.0.3/04;Trichophoretum cespitosi subsp. germanici Jouanne 1926
06/1.1.1.0.3/04;Junco squarrosi - Sphagnetum compacti Braun-Blanquet, P. Silva, Rozeira & Fontes 1952
06/1.1.1.0.3/04;Sphagno compacti - Trichophoretum cespitosi subsp. germanici (Oberdorfer 1938) J. & M. Bartsch 1940
06/1.1.1.0.3/04;Trichophoro cespitosi subsp. germanici - Eriophoretum vaginati (Mac Vean and Ratcliffe 1962) Julve 1996
06/1.1.1.0.3/05;Dryopterido carthusianae var. elevatae - Molinietum caeruleae subsp. caeruleae Julve 2008 ass. nov. hoc loco
06/1.1.2;Molinio caeruleae subsp. caeruleae - Caricetalia davallianae Julve 1983 em. de Foucault 1984
06/1.1.2;Drepanoclado - Caricetalia Succow 1974
06/1.1.2;Eleocharition quinqueflorae Passarge 1964
06/1.1.2;Caricetalia davallianae Braun-Blanquet 1949
06/1.1.2;Tofieldienalia calyculatae (Preising apud Oberdorfer 1949) Succow 1974
06/1.1.2;Tofieldietalia calyculatae Preising apud Oberdorfer 1949
06/1.1.2;Tofieldietea calyculatae Malmer 1968
06/1.1.2;Molinio caeruleae subsp. caeruleae - Caricetalia davallianae Julve 1983
06/1.1.2.0.1;Caricion davallianae Klika 1934
06/1.1.2.0.1;Epipactido palustri - Schoenion ferruginei P. Duvigneaud 1949
06/1.1.2.0.1;Schoenenion nigricantis Giugni 1991
06/1.1.2.0.1;Schoenion ferruginei Nordhagen 1936
06/1.1.2.0.1;Eriophorion latifolii Braun-Blanquet & Tüxen 1943
06/1.1.2.0.1/01;Anacamptido palustris - Schoenetum nigricantis Oberdorfer 1957
06/1.1.2.0.1/01;Schoeno nigricantis - Juncetum subnodulosi Allorge 1922
06/1.1.2.0.1/01;Molinio caeruleae - Schoenetum nigricantis Köllner 1983
06/1.1.2.0.1/01;Schoenetum nigricantis Koch 1926
06/1.1.2.0.1/02;Eriophoro latifolii - Caricetum viridulae subsp. brachyrhynchae var. elatioris Didier & Royer in Royer & Didier 1996
06/1.1.2.0.1/03;Carici davallianae - Schoenetum x intermedii Rameau & Royer 1979
06/1.1.2.0.1/04;Primulo farinosae - Schoenetum ferruginei (Dutoit 1924) Oberdorfer 1957
06/1.1.2.0.1/04;Primulo farinosae - Schoenetum ferruginei (Fijalkowski 1960) Palczynski 1964
06/1.1.2.0.1/04;Primulo farinosae - Schoenetum ferruginei (Koch 1926) Oberdorfer 1957 em. 1962
06/1.1.2.0.1/04;Primulo farinosae - Schoenetum ferruginei Oberdorfer 1962
06/1.1.2.0.1/04;Primulo farinosae - Schoenetum ferruginei Du Rietz 1925
06/1.1.2.0.1/04;Tofieldio calyculatae - Schoenetum ferruginei Braun-Blanquet 1971
06/1.1.2.0.1/04;Schoenetum nigricantis Koch 1926
06/1.1.2.0.1/05;Trichophoro cespitosi subsp. cespitosi - Schoenetum ferruginei Görs 1964
06/1.1.2.0.1/05;Trichophoro cespitosi subsp. cespitosi - Schoenetum ferruginei (Booberg 1930) Görs 1964
06/1.1.2.0.1/05;Trichophoretum cespitosi Beger 1922
06/1.1.2.0.1/06;Soldanello alpinae - Caricetum davallianae Dietl 1975
06/1.1.2.0.1/06;Tofieldio calyculatae - Caricetum davallianae Koch 1928 em. Rivas-Martínez & Géhu 1978
06/1.1.2.0.1/06;Caricetum davallianae (Dutoit 1924) Görs 1963
06/1.1.2.0.1/06;Caricetum davallianae Dutoit 1924
06/1.1.2.0.1/06;Bartsio alpinae - Caricetum davallianae Dietl 1972
06/1.1.2.0.1/07;Bartsio alpinae - Trichophoretum cespitosi (Keller 1930) Rivas-Martínez & Géhu 1978
06/1.1.2.0.1/08;Valeriano dioicae - Caricetum davallianae Moravec in Moravec & Rybni?c?ková 1964
06/1.1.2.0.1/08;Caricetum hostianae Issler 1932
06/1.1.2.0.1/08;Phragmiti australis - Caricetum davallianae Dietl 1975
06/1.1.2.0.1/08;Caricetum davallianae (Dutoit 1924) Görs 1963
06/1.1.2.0.1/06;Caricetum davallianae Dutoit 1924
06/1.1.2.0.1/06;Molinio caeruleae - Caricetum hostianae Trinajstic 2002
06/1.1.2.0.1/09;Pinguiculo vulgaris - Trichophoretum cespitosi subsp. cespitosi Koch 1928
06/1.1.2.0.1/09;Carici echinatae - Trichophoretum cespitosi subsp. cespitosi (Koch 1928) Rýbni?ek in Rýbni?ek & Rýbni?kova 1977
06/1.1.2.0.1/09;Trichophoretum cespitosi subsp. cespitosi Koch 1928
06/1.1.2.0.1/09;Trichophoretum cespitosi - alpinum Koch 1928
06/1.1.2.0.1/09;Scorpidio revolventis - Trichophoretum cespitosi subsp. cespitosi Nordhagen 1928 em. Dierssen 1982
06/1.1.2.0.1/10;Triglochino palustris - Eleocharitetum quinqueflorae Koch (1926) 1928
06/1.1.2.0.1/10;Eleocharitetum quinqueflorae (Zobrist 1934) Görs 1964
06/1.1.2.0.1/10;Triglochino palustris - Eleocharitetum quinqueflorae (Fukarek 1961) Passarge 1964
06/1.1.2.0.1/10;Eleocharitetum quinqueflorae Lüdi 1921
06/1.1.2.0.1/10;Eleocharito quinqueflorae - Juncetum subnodulosi Passarge 1964
06/1.1.2.0.1/11;Juncetum alpinoarticulati Philippi 1960
06/1.1.2.0.1/11;Pinguiculo vulgaris - Caricetum dioicae Jones 1973 em. Wheeler 1975
06/1.1.2.0.1/11;Caricetum dioicae Braun 1968
06/1.1.2.0.1/11;Caricetum paniceo - viridulae subsp. brachyrrhynchae Braun 1968
06/1.1.2.0.1/11;Eleocharitetum uniglumis Braun 1968
06/1.1.2.0.1/12;Caltho palustris - Caricetum frigidae Julve 2007 ass. nov. hoc loco
06/1.1.2.0.1/13;Swertio perennis - Caricetum nigrae Vigo 1984
06/1.1.2.0.1/14;Pinguiculo vulgaris - Caricetum davallianae Turmel 1955
06/1.1.2.0.1/14;Caricetum davallianae auct. pyr.
06/1.1.2.0.1/14;Caricetum davallianae Dutoit 1924
