Code CATMINAT;Syntaxon
16/1.0.3.0.1/04;Molinio caeruleae - Quercetum roboris (Tüxen 1937) Scamoni et Passarge 1959
16/1.0.3.0.1/04;Querco robori - Betuletum pubescentis subsp. pubescentis Tüxen 1930
16/1.0.3.0.1/04;Salici - Pinetum sylvestris Oberdorfer 1957
16/1.0.3.0.1/04;Querco robori - Betuletum pubescentis subsp. pubescentis Decocq 1997
16/1.0.3.0.1/05;Populo tremulae - Pinetum sylvestris Julve & Gillet 1994
16/1.0.3.0.1/05;Calamagrostio variae - Pinetum sylvestris Oberdorfer 1957
16/1.0.3.0.1/05;Cladonio - Pinetum sylvestris Kobendza 1930
16/1.0.3.0.1/05;Cladonio - Pinetum sylvestris Passarge 1956
16/1.0.3.0.1/05;Coronillo vaginalis - Pinetum sylvestris (Schmid 1936) Richard 1972
16/1.0.3.0.1/05;Dicrano polyseti - Pinetum sylvestris Knapp 1948
16/1.0.3.0.1/05;Dicrano rugosi - Pinetum sylvestris Preising & Knapp 1942
16/1.0.3.0.1/05;Lembotropido nigricanti - Pinetum sylvestris Braun-Blanquet 1932
16/1.0.3.0.1/05;Leucobryo glauci - Pinetum sylvestris Matuszkiewicz 1962
16/1.0.3.0.1/05;Peucedano oreoselini - Pinetum sylvestris Matuszkiewicz 1962
16/1.0.3.0.1/05;Pinetum sylvestris Hartmann 1934
16/1.0.3.0.1/05;Pinetum sylvestris Hueck 1931
16/1.0.3.0.1/05;Pinetum sylvestris Libbert 1933
16/1.0.3.0.1/05;Pino sylvestri - Vaccinietum myrtilli Braun-Blanquet & Vlieger in Braun-Blanquet, Sissingh & Vlieger 1939
16/1.0.3.0.1/05;Pyrolo chloranthae - Pinetum sylvestris (Libbert 1933) Schmid 1936
16/1.0.3.0.1/05;Pyrolo chloranthae - Pinetum sylvestris Braun-Blanquet in Braun-Blanquet, Sissingh & Vlieger 1939
16/1.0.3.0.1/05;Pyrolo chloranthae - Pinetum sylvestris Meusel 1952
16/1.0.3.0.1/05;Vaccinio myrtilli - Pinetum sylvestris Kobendza 1930
16/1.0.3.0.1/05;Pinetum sylvestris Gallandat, Gillet, Havlicek & Perrenoud 1995
16/1.0.3.0.1/05;Pruno avii - Pinetum sylvestris Gallandat, Gillet, Havlicek & Perrenoud 1995
16/1.0.3.0.1/06;Pinetum nigrae subsp. laricio - subsp. salzmannii Julve 2012 ass. nov. hoc loco
16/1.0.3.0.1/07;Populo tremulae - Betuletum pendulae de Foucault & Julve 2001
16/1.0.3.0.1/07;Betulo pendulae - Salicetum capreae Billy 1997 prov. 
16/1.0.3.0.1/07;Salicetum capreae Schreier 1955
16/1.0.3.0.1/07;Epilobio angustifolii - Salicetum capreae (Oberdorfer 1957) Oberdorfer, Görs, Korneck, Lohmeyer, Müller, Philippi & Seibert 1967
16/1.0.3.0.1/08;Populo tremulae - Betuletum pubescentis subsp. pubescentis (Boerboom 1960) de Foucault & Wattez 1993
16/1.0.3.0.1/08;Salici capreae - Betuletum pubescentis subsp. pubescentis Decocq 1997 prov. 
16/1.0.3.0.1/08;Blechno spicanti - Betuletum pubescentis Géhu 2005
16/1.0.3.0.1/08;Ligustro vulgari - Betuletum pubescentis subsp. pubescentis Géhu & Wattez 1978
16/1.0.3.0.1/08;Lonicero periclymeni - Salicetum capreae de Foucault (1984) 1998
16/1.0.3.0.2;Quercion subero - pyrenaicae Julve 1993
16/1.0.3.0.2;Fraxino excelsiori - Quercion pyrenaicae Rivas Goday & Borja Carbonell 1961
16/1.0.3.0.2;Fraxino excelsiori - Quercion pyrenaicae Rivas-Martínez 1963
16/1.0.3.0.2;Fraxino excelsiori - Quercion pytenaicae Rivas Goday 1964
16/1.0.3.0.2;Quercenion pyrenaicae Rivas-Martínez 1975
16/1.0.3.0.2;Quercenion robori - pyrenaicae (Braun-Blanquet, P. Silva & Rozeira 1956) Rivas-Martínez 1975
16/1.0.3.0.2;Quercion pyrenaicae Braun-Blanquet, Pinto da Silva & Rozeira 1956
16/1.0.3.0.2;Quercion pyrenaicae Rivas Goday ex Rivas-Martínez 1965
16/1.0.3.0.2;Quercion robori - pyrenaicae (Braun-Blanquet, Pinto da Silva & Rozeira 1956) Rivas-Martínez 1975
16/1.0.3.0.2;Quercion robori - broteroanae Braun-Blanquet, Pinto da Silva, Rozeira & Fontes in Pinto da Silva, Rozeira & Fontes 1950
16/1.0.3.0.2/01;Pino pinastri subsp. atlanticae - Quercetum suberis (Vanden Berghen 1970) de Foucault & Julve 1991
16/1.0.3.0.2/01;Pino pinastri - Quercetum suberis Géhu 1968
16/1.0.3.0.2/02;Pino pinastri subsp. atlanticae - Quercetum ilicis (des Abbayes 1954) de Foucault & Julve 1991
16/1.0.3.0.2/02;Pino pinastri - Quercetum ilicis Géhu 1969
16/1.0.3.0.2/03;Sorbo torminalis - Quercetum pyrenaicae (Rivas Goday 1964) Julve 2011 ass. nov. prov. hoc loco
16/1.0.3.0.2/03;Asphodeli albi - Quercetum pyrenaicae Botineau, Bouzillé & Lahondère 1990
16/1.0.3.0.2/03;Betulo pendulae - Quercetum pyrenaicae Braun-Blanquet 1967
16/1.0.3.0.2/03;Fraxino angustifoliae subsp. oxycarpae - Quercetum pyrenaicae Rivas Goday 1964
16/1.0.3.0.2/03;Genisto tournefortii - Quercetum pyrenaicae Rivas Goday 1964
16/1.0.3.0.2/03;Quercetum pyrenaicae Rivas Goday 1964
16/1.0.3.0.2/03;Sorbo torminali - Quercetum pyrenaicae Rivas Goday 1964 ex Rivas-Martínez 1987
16/1.0.3.0.2/03;Pulmonario longifoliae - Quercetum pyrenaicae Oberdorfer & Tüxen in Tüxen & Oberdorfer 1958
16/1.0.4;Abieti albae - Fagetalia sylvaticae Gillet 1986 em. Julve 1991 ex 1993
16/1.0.4;Fagetalia sylvaticae Paw?owski in Paw?owski, Soko?owski & Wallisch 1928
16/1.0.4;Abieti albae - Fagetalia sylvaticae Gillet 1986 prov.
16/1.0.4.0.1;Aceri platanoidis - Tilion platyphylli Gillet 1986 em. Julve 1993
16/1.0.4.0.1;Aceri pseudoplatani - Fraxinetalia excelsioris Gillet 1986 prov.
16/1.0.4.0.1;Aceretalia pseudoplatani Moor 1975
16/1.0.4.0.1;Aceri pseudoplatani - Fagenion sylvaticae Ellenberg 1963
16/1.0.4.0.1;Cephalanthero - Fagenion sylvaticae Tüxen 1955 ex Tüxen & Oberdorfer 1958
16/1.0.4.0.1;Cephalanthero rubrae - Fagion sylvaticae (Tüxen in Tüxen & Oberdorfer 1958) Rameau 1996
16/1.0.4.0.1;Lunario redivivae - Acerenion pseudoplatani (Moor 1973) Müller in Oberdorfer 1992
16/1.0.4.0.1;Lunario redivivae - Acerion pseudoplatani Moor 1973
16/1.0.4.0.1;Tilienion platyphylli (Moor 1975) Müller in Oberdorfer 1992
16/1.0.4.0.1;Tilietalia platyphylli Moor 1973
16/1.0.4.0.1;Tilio platyphylli - Acerion pseudoplatani Klika 1955
16/1.0.4.0.1;Tilion platyphylli Moor 1975
16/1.0.4.0.1;Aceri platanoidi - Tilion platyphylli Gillet 1986 prov.
16/1.0.4.0.1;Ulmo glabrae - Acerion pseudoplatani Gillet 1986 ex Julve 1993
16/1.0.4.0.1;Ulmo glabrae - Acerion pseudoplatani Gillet 1986 prov.
16/1.0.4.0.1;Acerion pseudoplatani (Oberdorfer 1957) Rameau in Rameau, Mansion & Dumé 1993
16/1.0.4.0.1/01;Aceri opali - Tilietum platyphylli Gillet 1986
16/1.0.4.0.1/01;Aceri opali - Tilietum platyphylli Rameau 1996
16/1.0.4.0.1/01bis;Aceri opali - Tilietum platyphylli Gillet 1986, fagetosum
16/1.0.4.0.1/01bis;Taxo baccatae - Fagetum sylvaticae Moor 1952
16/1.0.4.0.1/01bis;Tilio platyphylli - Fagetum sylvaticae Gillet 1986 [sorbetosum ariae]
16/1.0.4.0.1/01ter;Aceri opali - Tilietum platyphylli Gillet 1986, carpinetosum
16/1.0.4.0.1/02;Sorbo ariae - Fagetum sylvaticae (Gillet 1986) Julve 1991
16/1.0.4.0.1/02;Bupleuro longifolii - Fagetum sylvaticae Kuhn 1937
16/1.0.4.0.1/02;Buxo sempervirenti - Fagetum sylvaticae Braun-Blanquet & Susplugas 1937
16/1.0.4.0.1/02;Carici montanae - Fagetum sylvaticae Rübel 1930 ex Moor 1952 em. Lohmeyer 1953
16/1.0.4.0.1/02;Cephalanthero damasonii - Fagetum sylvaticae Oberdorfer 1957
16/1.0.4.0.1/02;Helleboro foetidi - Fagetum sylvaticae Kuhn 1937
16/1.0.4.0.1/02;Helleboro viridis subsp. occidentali - Fagetum sylvaticae O. de Bolòs 1967
16/1.0.4.0.1/02;Lathyro verni - Fagetum sylvaticae Hartmann 1953
16/1.0.4.0.1/02;Lysimachio nemorum - Fagetum sylvaticae Gruber 1978
16/1.0.4.0.1/02;Seslerio caeruleae - Fagetum sylvaticae Moor 1952
16/1.0.4.0.1/02;Seslerio caeruleae - Fagetum sylvaticae Moor 1952 em. Müller in Oberdorfer 1992
16/1.0.4.0.1/02;Sorbo ariae - Aceretum pseudoplatani Moor 1952
16/1.0.4.0.1/02;Trochiscantho nodiflori - Abietetum albae Braun-Blanquet 1961
16/1.0.4.0.1/02;Querco petraeae - Pinetum sylvestris Gallandat, Gillet, Havlicek & Perrenoud 1995 [fagetosum]
16/1.0.4.0.1/02;Fraxino excelsioris - Fagetum sylvaticae Gillet 1986 [sorbetosum ariae]
16/1.0.4.0.1/02bis;Sorbo ariae - Fagetum sylvaticae (Gillet 1986) Julve 1991, piceetosum abietis
16/1.0.4.0.1/03;Aceri pseudoplatani - Tilietum platyphylli (Faber 1936) Gillet 1986 em. Julve 2006 hoc loco
16/1.0.4.0.1/03;Aceretum pseudoplatani Winteler 1927
16/1.0.4.0.1/03;Aceri platanoidi - Tilietum platyphylli Faber 1936
16/1.0.4.0.1/03;Aceri pseudoplatani - Fraxinetum excelsioris Koch 1926
16/1.0.4.0.1/03;Asperulo taurinae - Aceretum pseudoplatani Ellenberg & Klötzli 1972
16/1.0.4.0.1/03;Fraxino excelsiori - Aceretum pseudoplatani (Koch 1926) Rübel 1930 ex Tüxen 1937 em. Müller 1966
16/1.0.4.0.1/03;Phyllitido scolopendrii - Aceretum pseudoplatani Moor 1952
16/1.0.4.0.1/03;Seslerio caeruleae - Tilietum platyphylli Rameau 1974
16/1.0.4.0.1/03;Tilio platyphylli - Ulmetum glabrae Bohn 1981
16/1.0.4.0.1/03;Ulmo glabrae - Aceretum pseudoplatani Beger 1922
16/1.0.4.0.1/03;Ulmo glabrae - Aceretum pseudoplatani Issler 1925
16/1.0.4.0.1/03;Ulmo glabrae - Aceretum pseudoplatani Issler 1926
16/1.0.4.0.1/03;Valeriano tripteridi - Tilietum platyphylli Seytre, Choisnet & Cloitre 2004
16/1.0.4.0.1/03;Aceri pseudoplatani - Tilietum platyphylli (Faber 1936) Gillet 1986
16/1.0.4.0.1/03;Piceo abieti - Fraxinetum excelsioris de Foucault 1999
16/1.0.4.0.1/03;Aceri pseudoplatani - Fraxinetum excelsioris (Koch 1926) Gillet 1986
16/1.0.4.0.1/03bis;Aceri pseudoplatani - Tilietum platyphylli (Faber 1936) Gillet 1986 em. Julve 1991, carpinetosum
16/1.0.4.0.1/03bis;Querco petraeae - Tilietum platyphylli Rühl 1967
16/1.0.4.0.1/03ter;Aceri pseudoplatani - Tilietum platyphylli (Faber 1936) Gillet 1986 em. Julve 1991, fagetosum
16/1.0.4.0.1/03ter;Lunario redivivae - Aceretum pseudoplatani Grüneberg & Schlüter 1957
16/1.0.4.0.1/03ter;Tilio platyphylli - Fagetum sylvaticae Moor 1952
16/1.0.4.0.1/03ter;Tilio platyphylli - Fagetum sylvaticae Moor 1968
16/1.0.4.0.1/03ter;Arunco dioici - Aceretum pseudoplatani Moor 1952
16/1.0.4.0.1/03ter;Tilio platyphylli - Fagetum sylvaticae Gillet 1986 [typicum]
16/1.0.4.0.2;Abieti albae - Fagion sylvaticae Gillet 1986 ex Julve 1993
16/1.0.4.0.2;Abieti albae - Fagion sylvaticae Gillet 1986 prov.
16/1.0.4.0.2;Abieti albae - Piceenion abietis Braun-Blanquet in Braun-Blanquet, Sissingh & Vlieger 1939
16/1.0.4.0.2;Aceri pseudoplatani - Fagenion sylvaticae Ellenberg 1963
16/1.0.4.0.2;Dentario glandulosae - Fagenion sylvaticae Oberdorfer & Müller 1984
16/1.0.4.0.2;Epipactido helleborines - Fagenion sylvaticae Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas in Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991
16/1.0.4.0.2;Epipactido helleborines - Fagenion sylvaticae Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984
16/1.0.4.0.2;Fagenion sylvaticae Oberdorfer 1957
16/1.0.4.0.2;Fagion sylvaticae Horvat 1938
16/1.0.4.0.2;Fagion sylvaticae Luquet 1926
16/1.0.4.0.2;Fagion sylvaticae Paw?oswski, Soko?oswski & Wallisch 1928
16/1.0.4.0.2;Fagion sylvaticae Tüxen & Diemont 1936
16/1.0.4.0.2;Fagion sylvaticae von Soó (1960) 1962
16/1.0.4.0.2;Galio odorati - Fagenion sylvaticae (Tüxen 1955) Müller in Oberdorfer 1992
16/1.0.4.0.2;Galio odorati - Fagion sylvaticae Tüxen & Oberdorfer 1958
16/1.0.4.0.2;Galio rotundifolii - Abietenion albae Oberdorfer 1962
16/1.0.4.0.2;Galio rotundifolii - Abietion albae (Oberdorfer 1962) Rivas-Martínez 1987
16/1.0.4.0.2;Galio rotundifolii - Fagenion sylvaticae Gamisans (1977) 1979
16/1.0.4.0.2;Lonicero alpigenae - Fagenion sylvaticae Borhidi 1963 em. Oberdorfer & Müller 1984
16/1.0.4.0.2;Piceo abieti - Abietion albae Ellenberg & Klötzli 1972
16/1.0.4.0.2;Saxifrago umbrosae - Abietenion albae Rivas-Martínez, Fernández-González & Loidi 1999
16/1.0.4.0.2;Scillo - Fagion sylvaticae von Soó 1964
16/1.0.4.0.2;Tractemo lilio-hyacinthi - Fagenion sylvaticae (Oberdorfer 1957) Rivas-Martínez 1982
16/1.0.4.0.2;Tractemo lilio-hyacinthi - Fagenion sylvaticae Oberdorfer 1957 ex Rivas-Martínez 1973
16/1.0.4.0.2;Tractemo lilio-hyacinthi - Fagion sylvaticae Braun-Blanquet 1967
16/1.0.4.0.2;Geranio nodosi - Fagenion sylvaticae (Gentile 1974) Ubaldi & Speranza 1985
16/1.0.4.0.2/01;Abieti albae - Fagetum sylvaticae (Oberdorfer 1938) Julve 1991
16/1.0.4.0.2/01;Abietetum albae Barbero & Bono 1970
16/1.0.4.0.2/01;Abietetum albae Kuoch 1954
16/1.0.4.0.2/01;Abietetum albae Mayer 1963
16/1.0.4.0.2/01;Abieti albae - Fagetum sylvaticae Oberdorfer 1938
16/1.0.4.0.2/01;Abieti albae - Fagetum sylvaticae Oberdorfer 1957
16/1.0.4.0.2/01;Aceri pseudoplatani - Fagetum sylvaticae Rübel 1930 ex J. & M. Bartsch 1940
16/1.0.4.0.2/01;Adenostylo glabrae - Abietetum albae Mayer 1969
16/1.0.4.0.2/01;Aposerido foetidae - Fagetum sylvaticae Oberdorfer 1957
16/1.0.4.0.2/01;Betulo pendulae - Fagetum sylvaticae Gillet 1986
16/1.0.4.0.2/01;Betulo pubescentis - Abietetum albae Lemée 1995
16/1.0.4.0.2/01;Bromo ramosi - Fagetum sylvaticae Rübel 1930
16/1.0.4.0.2/01;Calamintho grandiflorae - Fagetum sylvaticae Braun 1915
16/1.0.4.0.2/01;Cardamino heptaphyllae - Abietetum albae Moor 1952
16/1.0.4.0.2/01;Cardamino heptaphyllae - Fagetum sylvaticae (Braun-Blanquet 1932) Müller 1966
16/1.0.4.0.2/01;Cardamino trifoliae - Fagetum sylvaticae (Mayer & Hoffmann 1969) Oberdorfer 1969 ex Oberdorfer & Müller 1984
16/1.0.4.0.2/01;Carici albae - Abietetum albae Ellenberg & Klötzli 1972
16/1.0.4.0.2/01;Carici albae - Abietetum albae Lingg 1986
16/1.0.4.0.2/01;Carici albae - Abietetum albae Zukrigl 1973
16/1.0.4.0.2/01;Cytisophylli sessilifolii - Fagetum sylvaticae Barbero 1970
16/1.0.4.0.2/01;Cytisophylli sessilifolii - Fagetum sylvaticae (Ozenda 1966) Pigeon 1990
16/1.0.4.0.2/01;Dentario enneaphylli - Fagetum sylvaticae Oberdorfer 1957 ex W. & A. Matuszkiewicz 1960
16/1.0.4.0.2/01;Equiseto sylvatici - Abietetum albae Moor 1952
16/1.0.4.0.2/01;Fagetum sylvaticae Braun-Blanquet (1915) 1932
16/1.0.4.0.2/01;Fagetum sylvaticae Braun-Blanquet 1932
16/1.0.4.0.2/01;Fagetum sylvaticae Faber 1933
16/1.0.4.0.2/01;Fagetum sylvaticae Gallandat, Gillet, Havlicek & Perrenoud 1995 [piceetosum + typicum]
16/1.0.4.0.2/01;Fagetum sylvaticae Issler 1932
16/1.0.4.0.2/01;Fagetum sylvaticae Tüxen 1937
16/1.0.4.0.2/01;Fago sylvaticae - Tractemetum lilio-hyacinthi Braun-Blanquet in Braun-Blanquet, Roussine & Nègre 1952
16/1.0.4.0.2/01;Festuco altissimae - Abietetum albae Issler 1925
16/1.0.4.0.2/01;Festuco altissimae - Fagetum sylvaticae Schlüter in Grüneberg & Schlüter 1957
16/1.0.4.0.2/01;Fraxino excelsioris - Fagetum sylvaticae Gillet 1986 [typicum]
16/1.0.4.0.2/01;Galio odorati - Fagetum sylvaticae Rübel 1930 ex Sougnez & Thill 1959
16/1.0.4.0.2/01;Galio odorati - Fagetum sylvaticae Rübel 1930 ex Sougnez & Thill 1959 em. Dierschke 1989
16/1.0.4.0.2/01;Galio rotundifolii - Abietetum albae Lingg 1986
16/1.0.4.0.2/01;Galio rotundifolii - Abietetum albae O. de Bolòs 1957
16/1.0.4.0.2/01;Galio rotundifolii - Abietetum albae Wraber (1955) 1959
16/1.0.4.0.2/01;Helleboro foetidi - Fagetum sylvaticae Kuhn 1937
16/1.0.4.0.2/01;Helleboro foetidi - Fagetum sylvaticae Zukrigl 1973
16/1.0.4.0.2/01;Homogyno alpinae - Abietetum albae Gruber 1978
16/1.0.4.0.2/01;Hordelymo europaei - Fagetum sylvaticae (Tüxen 1937) Kuhn 1937 em. Jahn 1972
16/1.0.4.0.2/01;Hordelymo europaei - Fagetum sylvaticae Kuhn 1937
16/1.0.4.0.2/01;Lathyro verni - Fagetum sylvaticae Hartmann 1953
16/1.0.4.0.2/01;Lonicero alpigenae - Fagetum sylvaticae Oberdorfer & Müller 1984
16/1.0.4.0.2/01;Lonicero periclymeni - Abietetum albae Oberdorfer 1957
16/1.0.4.0.2/01;Luzulo luzuloidi - Abietetum albae Oberdorfer 1957
16/1.0.4.0.2/01;Luzulo niveae - Fagetum sylvaticae Susplugas 1942
16/1.0.4.0.2/01;Luzulo pedemontanae - Fagetum sylvaticae Barbero 1970
16/1.0.4.0.2/01;Luzulo sylvaticae - Fagetum sylvaticae Cusset 1964
16/1.0.4.0.2/01;Lycopodio annotini - Abietetum albae Thébaud 1988
16/1.0.4.0.2/01;Melampyro - Abietetum albae Oberdorfer 1957
16/1.0.4.0.2/01;Melico uniflorae - Fagetum sylvaticae Lohmeyer in Seibert 1954
16/1.0.4.0.2/01;Mercurialo perenni - Abietetum albae Rameau 1996
16/1.0.4.0.2/01;Oxalido acetosellae - Abietetum albae Mayer 1969
16/1.0.4.0.2/01;Polygalo chamaebuxi - Fagetum sylvaticae Bartoli 1966
16/1.0.4.0.2/01;Polygalo chamaebuxi - Fagetum sylvaticae Barbero 1970
16/1.0.4.0.2/01;Polygonato verticillati - Fagetum sylvaticae Oberdorfer 1957
16/1.0.4.0.2/01;Pulmonario montanae - Fagetum sylvaticae Frehner 1963
16/1.0.4.0.2/01;Pyrolo secundae - Abietetum albae Oberdorfer 1957 ex Stoffler 1975
16/1.0.4.0.2/01;Rhododendro ferruginei - Abietetum albae Barbero & Bono 1970
16/1.0.4.0.2/01;Salici capreae - Aceretum pseudoplatani Gallandat, Gillet, Havlicek & Perrenoud 1995
16/1.0.4.0.2/01;Saxifrago hirsutae - Fagetum sylvaticae Braun-Blanquet 1967
16/1.0.4.0.2/01;Sphagno - Abietetum albae Duchaufour & Millischer 1954 ex Zoller 1956
16/1.0.4.0.2/01;Tractemo lilio hyacinthi - Fagetum sylvaticae Braun-Blanquet 1952
16/1.0.4.0.2/01;Tractemo lilio-hyacinthi - Abietetum albae Bresset 1986
16/1.0.4.0.2/01;Vaccinio myrtilli - Abietetum albae Kuoch 1954
16/1.0.4.0.2/01;Vaccinio myrtilli - Abietetum albae Oberdorfer 1957
16/1.0.4.0.2/01;Veronico urticifoliae - Abietetum albae Bartoli 1966
16/1.0.4.0.2/01;Violo reichenbachianae - Fagetum sylvaticae Moravec 1979
16/1.0.4.0.2/01bis;Abieti albae - Fagetum sylvaticae (Oberdorfer 1938) Julve 1991, piceetosum abietis
16/1.0.4.0.2/01bis;Aceri pseudoplatani - Piceetum abietis Gallandat, Gillet, Havlicek & Perrenoud 1995
16/1.0.4.0.2/01bis;Fago sylvaticae - Piceetum abietis Oberdorfer 1938
16/1.0.4.0.2/01bis;Galio rotundifolii - Piceetum abietis J. & M. Bartsch 1940
16/1.0.4.0.2/01bis;Luzulo luzuloidi - Piceetum abietis Braun-Blanquet in Braun-Blanquet, Sissingh & Vlieger 1939
16/1.0.4.0.2/01bis;Bazzanio trilobatae - Piceetum abietis Guinochet 1955
16/1.0.4.0.2/01bis;Sphagno girgensohnii - Piceetum abietis Richard 1961
16/1.0.4.0.2/01bis;Sphagno girgensohnii - Piceetum abietis Kuoch 1954
16/1.0.4.0.2/01bis;Sphagno girgensohnii - Piceetum abietis Kuoch 1954 emend. Zupanciö 1981
16/1.0.4.0.2/01bis;Sphagno girgensohnii - Piceetum abietis Polak. 1962
16/1.0.4.0.2/02;Abieti albae - Pinetum sylvestris Julve 2012 ass. nov. hoc loco
16/1.0.4.0.2/02;Buxo sempervirenti - Pinetum sylvestris Guinochet in Lacoste 1967
16/1.0.5;Fraxino excelsioris - Alnetalia glutinosae Julve 1993
16/1.0.5;Alno glutinosae - Fraxinetalia excelsioris Moor 1975
16/1.0.5;Alno glutinosae - Populetea nigrae Fukarek & Fabijanic 1968
16/1.0.5;Alno glutinosae - Ulmenalia minoris Rameau 1981
16/1.0.5;Fagetalia sylvaticae Paw?owski in Paw?owski, Soko?owski & Wallisch 1928
16/1.0.5;Fraxinetalia excelsioris Scamoni & Passarge 1959
16/1.0.5;Populetalia albae Braun-Blanquet 1931
16/1.0.5;Populetalia albae Braun-Blanquet 1931 ex Tchou 1948
16/1.0.5;Populetea albae Braun-Blanquet 1962
16/1.0.5;Salicetalia albae Müller & Görs 1958
16/1.0.5;Salici purpureae - Populenea nigrae Rivas-Martínez & Cantó ex Rivas-Martínez 1987
16/1.0.5;Salici purpureae - Populenea nigrae Rivas-Martínez & Cantó ex Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991
16/1.0.5;Salici purpureae - Populetea nigrae (Rivas-Martínez & Cantó ex Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi) Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001 
16/1.0.5;Aceri pseudoplatani - Fraxinetalia excelsioris Gillet 1986 prov.
16/1.0.5.0.1;Fraxino excelsioris - Alnion glutinosae Julve 1993
16/1.0.5.0.1;Alnenion glutinoso - incanae Oberdorfer 1953
16/1.0.5.0.1;Alnion incanae Paw?owski in Paw?owski, Soko?owski & Wallisch 1928
16/1.0.5.0.1;Alno glutinosae - Prunion padi Knapp 1942
16/1.0.5.0.1;Alno glutinosae - Prunion padi Knapp 1948
16/1.0.5.0.1;Alno glutinosae - Ulmion minoris Braun-Blanquet & Tüxen 1943
16/1.0.5.0.1;Alno glutinosae - Ulmion minoris Braun-Blanquet & Tüxen 1943 ex Tchou 1948 em. Müller & Görs 1958
16/1.0.5.0.1;Fraxinion excelsioris Moor 1976
16/1.0.5.0.1;Fraxinion excelsioris Nègre 1972
16/1.0.5.0.1;Fraxino excelsioris - Carpinion betuli Tüxen 1936
16/1.0.5.0.1;Lonicero periclymeni - Betulion pubescentis Géhu 2005
16/1.0.5.0.1;Salicion albae Müller & Görs 1958
16/1.0.5.0.1;Salicion albae Tüxen 1955 ex Moor 1958
16/1.0.5.0.1;Salicion albae von Soó 1930
16/1.0.5.0.1;Salicion albae von Soó 1930 em. Moor 1958
16/1.0.5.0.1;Ulmenion minoris Oberdorfer 1953
16/1.0.5.0.1;Alnetalia glutinosae Tüxen 1937
16/1.0.5.0.1;Alnetalia glutinosae Tüxen 1937 em. Müller & Görs 1958
16/1.0.5.0.1;Alnetea glutinosae Braun-Blanquet & Tüxen 1943
16/1.0.5.0.1;Alnetea glutinosae Braun-Blanquet & Tüxen 1943 ex Westhoff, Dijk & Passchier 1946
16/1.0.5.0.1;Alnion glutinosae Malcuit 1929
16/1.0.5.0.1;Alnion glutinosae Malcuit 1929 em. Moor 1958
16/1.0.5.0.1;Alnion glutinosae Malcuit 1929 em. Müller & Görs 1958
16/1.0.5.0.1;Sphagno - Alnion glutinosae (Doing-Kraft in Maas 1959) Passarge & Hoffmann 1968
16/1.0.5.0.1/01;Alnetum glutinosae (Julve & Gillet 1994) Julve 2012 ass. nov. hoc loco
16/1.0.5.0.1/01;Betulo pubescentis subsp. pubescentis - Alnetum glutinosae Julve & Gillet 1994
16/1.0.5.0.1/01;Betulo pubescentis subsp. pubescentis - Alnetum glutinosae Julve & Gillet 1994, alnetosum glutinosae
16/1.0.5.0.1/01;Alnetum glutinosae Issler 1926
16/1.0.5.0.1/01;Alnetum glutinosae Roll 1938
16/1.0.5.0.1/01;Athyrio filix feminae - Alnetum glutinosae Passarge 1968
16/1.0.5.0.1/01;Blechno spicantis - Alnetum glutinosae Oberdorfer 1957
16/1.0.5.0.1/01;Carici elongatae - Alnetum glutinosae Koch 1926 ex Tüxen 1931
16/1.0.5.0.1/01;Carici laevigatae - Alnetum glutinosae Schwickerath 1938
16/1.0.5.0.1/01;Glycerio fluitantis - Alnetum glutinosae Noirfalise & Sougnez 1961
16/1.0.5.0.1/01;Sphagno - Alnetum glutinosae Lemée 1937 nom. Inv.
16/1.0.5.0.1/01;Sphagno - Alnetum glutinosae Maas 1959
16/1.0.5.0.1/01;Sphagno - Alnetum glutinosae Passarge 1968
16/1.0.5.0.1/01;Thysselino palustris - Alnetum glutinosae Noirfalise & Sougnez 1961
16/1.0.5.0.1/01;Sphagno squarrosi - Alnetum glutinosae Bodeux 1955
16/1.0.5.0.1/01;Hottonio palustris - Alnetum glutinosae Hueck 1929
16/1.0.5.0.1/01;Frangulo dodonei - Alnetum glutinosae Raus 1968
16/1.0.5.0.1/01;Osmundo regalis - Alnetum glutinosae Vanden Berghen 1971
16/1.0.5.0.1/02;Betuletum pubescentis subsp. pubescentis (Julve & Gillet 1994) Julve 2012 ass. nov. hoc loco
16/1.0.5.0.1/02;Betulo pubescentis subsp. pubescentis - Alnetum glutinosae Julve & Gillet 1994
16/1.0.5.0.1/02;Betulo pubescentis subsp. pubescentis - Alnetum glutinosae Julve & Gillet 1994, betuletosum pubescentis subsp. pubescentis
16/1.0.5.0.1/02;Betuletum pubescentis Tüxen 1937
16/1.0.5.0.1/02;Blechno spicantis - Betuletum pubescentis Géhu 2005
16/1.0.5.0.1/02;Holco mollis - Betuletum pubescentis (Tüxen 1937) Oberdorfer 1957
16/1.0.5.0.1/02;Sphagno palustris - Betuletum pubescentis Mériaux, Schumacker, Tombal & De Zuttere 1980
